BJD,flux,flux_err,texp
2456401.245315,0.9988223939367825,0.0017034366913683187,2.222222222222222e-05
2456401.2468116,1.000408405772222,0.0017034366913683187,2.222222222222222e-05
2456401.2483094,0.9994657009486546,0.0017034366913683187,2.222222222222222e-05
2456401.2498075,0.9983323945707997,0.0017034366913683187,2.222222222222222e-05
2456401.251305,1.0011807375306996,0.0017034366913683187,2.222222222222222e-05
2456401.2528033,1.0020113645343558,0.0017034366913683187,2.222222222222222e-05
2456401.2543009,0.9949970826987885,0.0017034366913683187,2.222222222222222e-05
2456401.2557984,0.9942570531127419,0.0017034366913683187,2.222222222222222e-05
2456401.2572963,1.0042721570628679,0.0017034366913683187,2.222222222222222e-05
2456401.2587943,1.0002902114351484,0.0017034366913683187,2.222222222222222e-05
2456401.2602922,0.9995340746132295,0.0017034366913683187,2.222222222222222e-05
2456401.2617901,1.000432777907767,0.0017034366913683187,2.222222222222222e-05
2456401.2659296,1.000268489141351,0.0017034366913683187,2.222222222222222e-05
2456401.2674269,0.9994429095561179,0.0017034366913683187,2.222222222222222e-05
2456401.2689247,0.9975605702309601,0.0017034366913683187,2.222222222222222e-05
2456401.2704226,1.0000651882592764,0.0017034366913683187,2.222222222222222e-05
2456401.2719204,0.9993038468795136,0.0017034366913683187,2.222222222222222e-05
2456401.2734184,0.9991702688496422,0.0017034366913683187,2.222222222222222e-05
2456401.274916,1.0002768129013182,0.0017034366913683187,2.222222222222222e-05
2456401.2764138,1.0000024508679242,0.0017034366913683187,2.222222222222222e-05
2456401.2779116,1.0014817812345693,0.0017034366913683187,2.222222222222222e-05
2456401.2794094,0.9996367877182529,0.0017034366913683187,2.222222222222222e-05
2456401.2809075,0.9975341543369403,0.0017034366913683187,2.222222222222222e-05
2456401.2824051,0.9995846845059666,0.0017034366913683187,2.222222222222222e-05
2456401.2839029,1.0006190204323808,0.0017034366913683187,2.222222222222222e-05
2456401.2854009,1.0016366930767135,0.0017034366913683187,2.222222222222222e-05
2456401.2868987,1.0000675479084753,0.0017034366913683187,2.222222222222222e-05
2456401.2883968,1.0002228314515496,0.0017034366913683187,2.222222222222222e-05
2456401.2898943,0.9988093243238446,0.0017034366913683187,2.222222222222222e-05
2456401.2913923,1.0001599898503177,0.0017034366913683187,2.222222222222222e-05
2456401.29289,1.0013458454128512,0.0017034366913683187,2.222222222222222e-05
2456401.2943877,1.001949711383157,0.0017034366913683187,2.222222222222222e-05
2456401.2958859,0.9972972055508649,0.0017034366913683187,2.222222222222222e-05
2456401.2973833,1.0010448437827855,0.0017034366913683187,2.222222222222222e-05
2456401.2988812,0.9968099748453165,0.0017034366913683187,2.222222222222222e-05
2456401.300379,1.0014193860486071,0.0017034366913683187,2.222222222222222e-05
2456401.3018768,0.9982876051817045,0.0017034366913683187,2.222222222222222e-05
2456401.3033751,1.0011020867621925,0.0017034366913683187,2.222222222222222e-05
2456401.3048724,1.000436822647943,0.0017034366913683187,2.222222222222222e-05
2456401.3063702,0.9977214005062345,0.0017034366913683187,2.222222222222222e-05
2456401.3078681,1.000274462534188,0.0017034366913683187,2.222222222222222e-05
2456401.3093659002,1.0004329454569316,0.0017034366913683187,2.222222222222222e-05
2456401.3108639,1.0011973963120093,0.0017034366913683187,2.222222222222222e-05
2456401.3123615,0.999887941008555,0.0017034366913683187,2.222222222222222e-05
2456401.3138593,1.001251376629314,0.0017034366913683187,2.222222222222222e-05
2456401.3153574,1.001195588037954,0.0017034366913683187,2.222222222222222e-05
2456401.3168551,0.9988289057871269,0.0017034366913683187,2.222222222222222e-05
2456401.3183533,1.0021307303652305,0.0017034366913683187,2.222222222222222e-05
2456401.3198507,1.0014049111929482,0.0017034366913683187,2.222222222222222e-05
2456401.3213489,1.0030662889350683,0.0017034366913683187,2.222222222222222e-05
2456401.3228465,1.0033073270510882,0.0017034366913683187,2.222222222222222e-05
2456401.3243442,1.0005421054226784,0.0017034366913683187,2.222222222222222e-05
2456401.3258423,1.0000404949365238,0.0017034366913683187,2.222222222222222e-05
2456401.3273398,1.0026126422605497,0.0017034366913683187,2.222222222222222e-05
2456401.3288377,1.000763644274389,0.0017034366913683187,2.222222222222222e-05
2456401.3303355,0.9975531292326216,0.0017034366913683187,2.222222222222222e-05
2456401.3318333,0.9988883435700496,0.0017034366913683187,2.222222222222222e-05
2456401.3333314,0.9998000899780976,0.0017034366913683187,2.222222222222222e-05
2456401.3348292,0.9984916025561871,0.0017034366913683187,2.222222222222222e-05
2456401.3363267,0.9970231091849362,0.0017034366913683187,2.222222222222222e-05
2456401.3378248,0.9976665911978557,0.0017034366913683187,2.222222222222222e-05
2456401.3393223,0.9948203662020004,0.0017034366913683187,2.222222222222222e-05
2456401.3408206,0.9955270679917744,0.0017034366913683187,2.222222222222222e-05
2456401.3423182,0.9959159938622856,0.0017034366913683187,2.222222222222222e-05
2456401.3438157,0.9924546727747027,0.0017034366913683187,2.222222222222222e-05
2456401.3453138,0.9914779710737687,0.0017034366913683187,2.222222222222222e-05
2456401.3468116,0.9870430251766075,0.0017034366913683187,2.222222222222222e-05
2456401.3483097,0.9887233186468806,0.0017034366913683187,2.222222222222222e-05
2456401.3498073,0.9852077497328307,0.0017034366913683187,2.222222222222222e-05
2456401.3513053,0.9815650613708629,0.0017034366913683187,2.222222222222222e-05
2456401.3528028,0.9813834459921085,0.0017034366913683187,2.222222222222222e-05
2456401.3543006,0.9762757782856191,0.0017034366913683187,2.222222222222222e-05
2456401.3557987,0.975357625728759,0.0017034366913683187,2.222222222222222e-05
2456401.3572963,0.9789614621945272,0.0017034366913683187,2.222222222222222e-05
2456401.3587942002,0.9776068209028718,0.0017034366913683187,2.222222222222222e-05
2456401.3602922,0.9779919955030285,0.0017034366913683187,2.222222222222222e-05
2456401.3617896,0.9783613281986342,0.0017034366913683187,2.222222222222222e-05
2456401.3632881,0.9778352090103339,0.0017034366913683187,2.222222222222222e-05
2456401.3647855,0.9768285570597726,0.0017034366913683187,2.222222222222222e-05
2456401.3662832,0.9805439495806758,0.0017034366913683187,2.222222222222222e-05
2456401.3677812,0.9794388995640776,0.0017034366913683187,2.222222222222222e-05
2456401.3692789,0.9804154447656389,0.0017034366913683187,2.222222222222222e-05
2456401.3707771,0.9805903808546076,0.0017034366913683187,2.222222222222222e-05
2456401.3722745,0.9784717351917356,0.0017034366913683187,2.222222222222222e-05
2456401.3737724,0.9815837447348207,0.0017034366913683187,2.222222222222222e-05
2456401.3752702,0.9792011851003255,0.0017034366913683187,2.222222222222222e-05
2456401.376768,0.9791222828036332,0.0017034366913683187,2.222222222222222e-05
2456401.378266,0.977292898453139,0.0017034366913683187,2.222222222222222e-05
2456401.3797637,0.9779144934906463,0.0017034366913683187,2.222222222222222e-05
2456401.3812618,0.9785848228072807,0.0017034366913683187,2.222222222222222e-05
2456401.3827612,0.9788983451091092,0.0017034366913683187,2.222222222222222e-05
2456401.3842571,0.9764214637010908,0.0017034366913683187,2.222222222222222e-05
2456401.3857551,0.9771083874278647,0.0017034366913683187,2.222222222222222e-05
2456401.3872527,0.9787617351174187,0.0017034366913683187,2.222222222222222e-05
2456401.3887507,0.9758068753875877,0.0017034366913683187,2.222222222222222e-05
2456401.3902486,0.9798363610806393,0.0017034366913683187,2.222222222222222e-05
2456401.3917461,0.9782018830708725,0.0017034366913683187,2.222222222222222e-05
2456401.3932444,0.9770994436536942,0.0017034366913683187,2.222222222222222e-05
2456401.3947421,0.9781216942348064,0.0017034366913683187,2.222222222222222e-05
2456401.3962399,0.9783515178083242,0.0017034366913683187,2.222222222222222e-05
2456401.3977378,0.978731553889017,0.0017034366913683187,2.222222222222222e-05
2456401.3992354,0.9785359335426288,0.0017034366913683187,2.222222222222222e-05
2456401.4007334,0.9785217397604173,0.0017034366913683187,2.222222222222222e-05
2456401.4022313,0.9780563308029534,0.0017034366913683187,2.222222222222222e-05
2456401.4037288,0.9773354100354289,0.0017034366913683187,2.222222222222222e-05
