BJD,flux,flux_err,Filt
2457792.39921362,0.981015586031061,8.635004735302678e-05,WFC3_G141
2457792.4015401,0.9830311254101688,8.497724568065062e-05,WFC3_G141
2457792.439861765,0.9986741140974336,8.442540495823015e-05,WFC3_G141
2457792.4421880646,0.9998097069699547,8.627740492205262e-05,WFC3_G141
2457792.4445145447,0.9995963160881088,8.617236898224968e-05,WFC3_G141
2457792.446841025,1.0002380105100328,8.66611981627234e-05,WFC3_G141
2457792.449167325,1.0004651872466737,8.51093931028222e-05,WFC3_G141
2457792.4514938053,1.0001463951391731,8.531382496088834e-05,WFC3_G141
2457792.4538201,1.000418242862132,8.662099244050218e-05,WFC3_G141
2457792.45614658,1.0000157949936426,8.693206583501874e-05,WFC3_G141
2457792.45847288,0.9994611375808156,8.509396616242072e-05,WFC3_G141
2457792.460799176,0.9997439401008348,8.60732824823288e-05,WFC3_G141
2457792.4631256554,1.00035254371854,8.647032718569504e-05,WFC3_G141
2457792.4654521346,1.0000988243965243,8.696707317067248e-05,WFC3_G141
2457792.467778435,0.9994742082872998,8.477736079788075e-05,WFC3_G141
