BJD,flux,flux_err,Filt
2457577.237073055,0.9995889062343852,0.0001257146310583,WFC3_G102
2457577.23909824,1.000504292440766,0.0001272805272501,WFC3_G102
2457577.241123985,1.0004563423802173,0.0001217285746001,WFC3_G102
2457577.2431493504,1.0000673449926356,0.0001248295383541,WFC3_G102
2457577.24517491,0.999732589345097,0.0001254473331265,WFC3_G102
2457577.2472000904,0.9997066068417232,0.0001224787183056,WFC3_G102
2457577.249225836,0.9991801678708891,0.0001220751400182,WFC3_G102
2457577.251251205,0.999535300713139,0.0001266954843794,WFC3_G102
2457577.25327676,0.9997660814576445,0.0001273633502255,WFC3_G102
2457577.255301945,0.999780024777444,0.000128572433814,WFC3_G102
2457577.257327685,0.999684888441997,0.0001316391608245,WFC3_G102
2457577.2593530547,0.999902747205856,0.000124266542162,WFC3_G102
2457577.2613786096,0.999163455944348,0.0001278090646035,WFC3_G102
2457577.2634037947,0.9994046785846704,0.0001237505079269,WFC3_G102
2457577.265429535,1.0000646061398468,0.0001267026422224,WFC3_G102
2457577.26745491,1.0000312801070794,0.0001242376431041,WFC3_G102
2457577.300024355,0.9997580602627832,0.000121650358732,WFC3_G102
2457577.302049905,1.0001575451870128,0.0001201492765713,WFC3_G102
2457577.30407528,1.0001338203048216,0.0001219243485288,WFC3_G102
2457577.306100835,1.0000861822850506,0.0001199621675634,WFC3_G102
2457577.30812602,1.000070624681507,0.0001245838973207,WFC3_G102
2457577.31015176,1.00023339034797,0.0001222145575502,WFC3_G102
2457577.31217713,1.0002236950416112,0.0001217462285136,WFC3_G102
2457577.314202685,1.000068049262941,0.0001229834351982,WFC3_G102
2457577.31622787,1.0002103448446067,0.0001221857083339,WFC3_G102
2457577.31825361,1.0005132542683726,0.0001301890960998,WFC3_G102
2457577.32027898,1.00029718288647,0.0001382677870601,WFC3_G102
2457577.3223045403,1.000384443637932,0.0001303897160193,WFC3_G102
2457577.324329905,1.0006365314792889,0.0001246589806988,WFC3_G102
2457577.3263554648,0.9998832425910428,0.0001226293569537,WFC3_G102
2457577.3283808352,1.0001617359174788,0.0001232499771308,WFC3_G102
2457577.33040639,0.9998582963076862,0.0001240730885383,WFC3_G102
2457577.3324315757,1.000141997260181,0.000123784067194,WFC3_G102
2457577.334457315,1.0003341747971322,0.0001271380356859,WFC3_G102
2457577.3662741696,1.0000457532665057,0.0001231650162728,WFC3_G102
2457577.368299905,0.9993234184325732,0.0001216276093966,WFC3_G102
2457577.3703252804,0.9978651514054848,0.0001182941949356,WFC3_G102
2457577.3723508352,0.9960930227982482,0.0001233815590279,WFC3_G102
2457577.3743760204,0.9933965100516408,0.0001220065361914,WFC3_G102
2457577.37640176,0.99064969851641,0.0001221137904986,WFC3_G102
2457577.37842713,0.988114597232566,0.0001243647891006,WFC3_G102
2457577.380452685,0.985501059505668,0.0001218563159566,WFC3_G102
2457577.38247787,0.9828467020748318,0.0001208773635344,WFC3_G102
2457577.38450361,0.9815392289114364,0.0001231007873034,WFC3_G102
2457577.38652898,0.9804476427211926,0.000124666071961,WFC3_G102
2457577.38855454,0.979937310763274,0.0001267609679426,WFC3_G102
2457577.39057972,0.9790143195670392,0.0001241991044763,WFC3_G102
2457577.392605465,0.978620912280278,0.0001223247076427,WFC3_G102
2457577.394630835,0.9787516361910966,0.0001265767537547,WFC3_G102
2457577.3966563903,0.9782486286416638,0.0001218117238139,WFC3_G102
2457577.398681575,0.9781978097994364,0.0001213576024329,WFC3_G102
2457577.4007073147,0.9781457373921064,0.0001243377966884,WFC3_G102
2457577.43253602,0.976829290203515,0.0001236153367937,WFC3_G102
2457577.434561205,0.9776616489077112,0.0001212454607024,WFC3_G102
2457577.436586945,0.9775328823562678,0.000120153063007,WFC3_G102
2457577.438612315,0.9775438136007768,0.0001223027415934,WFC3_G102
2457577.4406378698,0.9774885964068162,0.0001211728731395,WFC3_G102
2457577.442663055,0.977246991063713,0.0001203739686509,WFC3_G102
2457577.444688795,0.9781658671137596,0.0001213739199053,WFC3_G102
2457577.4467141703,0.977822928233283,0.0001208657678458,WFC3_G102
2457577.44873972,0.9778718055355368,0.000124460175872,WFC3_G102
2457577.4507649103,0.978167542172774,0.0001203310662414,WFC3_G102
2457577.45279065,0.9779579919018077,0.0001252064637996,WFC3_G102
2457577.45481602,0.9781336781790692,0.0001224777401862,WFC3_G102
2457577.456841575,0.977710969908381,0.0001198003879369,WFC3_G102
2457577.45886676,0.9786973159289128,0.000122802573153,WFC3_G102
2457577.4608925,0.9788119715693316,0.0001211655754666,WFC3_G102
2457577.46291787,0.9792654787399768,0.0001210177215462,WFC3_G102
2457577.464943425,0.9795206176632528,0.0001209140721111,WFC3_G102
2457577.46696861,0.9805576419636935,0.000119420451864,WFC3_G102
2457577.4987975,0.9994651395590188,0.0001256376133245,WFC3_G102
2457577.500823055,1.0000709117340951,0.0001289107611727,WFC3_G102
2457577.50284824,1.0000127600482065,0.0001247801015357,WFC3_G102
2457577.504873985,0.999912144432999,0.0001200136372429,WFC3_G102
2457577.5068993503,0.9998469518501282,0.0001244179486151,WFC3_G102
2457577.50892491,1.0000876383369608,0.0001228678404249,WFC3_G102
2457577.5109500904,0.9998414110263196,0.0001217224617254,WFC3_G102
2457577.5129758352,0.9999538966378392,0.0001279356837893,WFC3_G102
2457577.515001205,0.9999872399517936,0.0001242038839595,WFC3_G102
2457577.51702676,0.99989030584006,0.0001266482042071,WFC3_G102
2457577.519051945,0.9995360787177584,0.000125264262437,WFC3_G102
2457577.521077685,1.000267738543852,0.0001286908400779,WFC3_G102
2457577.523103055,0.9996888702935224,0.0001209946289075,WFC3_G102
2457577.5251286104,0.999703682486258,0.0001240154086639,WFC3_G102
2457629.96686801,0.9997798775868192,8.745387271102848e-05,WFC3_G141
2457629.969194305,1.0004071838512791,8.601916155927192e-05,WFC3_G141
2457629.97152079,1.000351470799524,8.731090037715466e-05,WFC3_G141
2457629.97384727,0.999829417063036,8.445021574659762e-05,WFC3_G141
2457629.976173565,0.9996122193885448,8.571847017339167e-05,WFC3_G141
2457629.978499865,0.9998848643987192,8.530292647727203e-05,WFC3_G141
2457629.9808263453,0.9999521880609282,8.432603623541051e-05,WFC3_G141
2457629.9831528254,0.9997637678599436,8.782055982400461e-05,WFC3_G141
2457629.98547912,0.9996865882784396,8.597654917476676e-05,WFC3_G141
2457629.98780542,1.0001731805027856,8.511084488960644e-05,WFC3_G141
2457629.9901319,1.0001477020042475,8.581999528080104e-05,WFC3_G141
2457629.99245838,1.000315526809477,8.638682326236385e-05,WFC3_G141
2457630.030039305,0.9992598383241814,8.562532158053018e-05,WFC3_G141
2457630.03236579,0.999736952202546,8.48904813512373e-05,WFC3_G141
2457630.0346920853,1.0001272657890288,8.654239933957252e-05,WFC3_G141
2457630.03701838,0.9999469367264934,8.864160996740922e-05,WFC3_G141
2457630.039344865,1.0000201235956503,8.543193143968602e-05,WFC3_G141
2457630.041671345,1.0004585425280546,8.455766881523305e-05,WFC3_G141
2457630.04399764,1.0003150361209707,8.589273792935469e-05,WFC3_G141
2457630.0463239346,1.0003026334127845,8.586159682202122e-05,WFC3_G141
2457630.0486504203,1.0001745530587398,8.453075703485255e-05,WFC3_G141
2457630.0509769,1.0002685530014013,8.459529542182552e-05,WFC3_G141
2457630.053303195,1.0001244362925028,8.523582933740828e-05,WFC3_G141
2457630.05562949,0.999999952896658,8.456612096436722e-05,WFC3_G141
2457630.0579559747,1.0001122607308062,8.588406895143566e-05,WFC3_G141
2457630.0954328254,0.99563395225054,8.596353463278969e-05,WFC3_G141
2457630.09775912,0.9926708413889926,8.348561369211432e-05,WFC3_G141
2457630.100085605,0.9899709214445298,8.498095872716472e-05,WFC3_G141
2457630.102412085,0.9865764008376208,8.425404568194442e-05,WFC3_G141
2457630.10473838,0.983877904504912,8.448408330393147e-05,WFC3_G141
2457630.1070646746,0.9813484531868772,8.505771417061759e-05,WFC3_G141
2457630.1093911603,0.9803075722652,8.379505469055825e-05,WFC3_G141
2457630.11171764,0.979526021234295,8.281423816816342e-05,WFC3_G141
2457630.114043935,0.9792476782936592,8.432986346357141e-05,WFC3_G141
2457630.116370234,0.978788250945936,8.376350968034375e-05,WFC3_G141
2457630.1186967148,0.9784838972533648,8.339236740374522e-05,WFC3_G141
2457630.121023195,0.9784993245409788,8.492341341998387e-05,WFC3_G141
2457630.12334949,0.978030906191658,8.289102970149158e-05,WFC3_G141
2457630.161694305,0.9775880178318654,8.37955893634605e-05,WFC3_G141
2457630.16402079,0.977808226268971,8.435880756207294e-05,WFC3_G141
2457630.16634727,0.9775526880651236,8.296497045319078e-05,WFC3_G141
2457630.1686735647,0.977806687327604,8.508078672335465e-05,WFC3_G141
2457630.170999865,0.9778638266101276,8.44146956327283e-05,WFC3_G141
2457630.173326345,0.9776417237547204,8.557141009121755e-05,WFC3_G141
2457630.1756528253,0.9781108268752466,8.528937132423144e-05,WFC3_G141
2457630.17797912,0.9784517919694944,8.574423816257926e-05,WFC3_G141
2457630.18030542,0.9784916364299456,8.387751502788531e-05,WFC3_G141
2457630.1826319,0.9787393832109652,8.450207026563317e-05,WFC3_G141
2457630.18495838,0.9788883652340368,8.339230143792496e-05,WFC3_G141
2457630.1872846754,0.9791281961548411,8.506785761519626e-05,WFC3_G141
2457630.189610975,0.9797314473461068,8.446741572807022e-05,WFC3_G141
2457630.227944305,0.9996804863194269,8.617336944686339e-05,WFC3_G141
2457630.23027079,0.9999914683202862,8.396978312399224e-05,WFC3_G141
2457630.23259727,1.0002052404905375,8.430336360389144e-05,WFC3_G141
2457630.234923565,1.0003024518385042,8.669306243093922e-05,WFC3_G141
2457630.237249865,0.9999678199457526,8.411393239521983e-05,WFC3_G141
2457630.2395763453,1.0000864428750096,8.412806180678632e-05,WFC3_G141
2457630.2419028254,0.9998333620153752,8.533187928879859e-05,WFC3_G141
2457630.24422912,0.9999616559265928,8.315999892778762e-05,WFC3_G141
2457630.24655542,0.9999855214679838,8.557882520435966e-05,WFC3_G141
2457630.2488819,1.000167487968887,8.542409708720042e-05,WFC3_G141
2457630.25120838,1.000000047103342,8.643350307809983e-05,WFC3_G141
2457630.253534674,0.999787724645012,8.514524220417582e-05,WFC3_G141
2457630.255860975,0.9998592908808964,8.621580991421416e-05,WFC3_G141
2457792.17945658,0.9985005452734808,8.779387513834951e-05,WFC3_G141
2457792.181783065,1.0001658785847396,8.853216095095547e-05,WFC3_G141
2457792.18410936,1.0003404749822644,8.825477496983924e-05,WFC3_G141
2457792.18643584,1.000591829719114,8.529393968293502e-05,WFC3_G141
2457792.188762135,1.0005298388157695,8.749896723020597e-05,WFC3_G141
2457792.19108862,1.000425568223311,8.427082775343945e-05,WFC3_G141
2457792.193414916,0.999631385080842,8.749018059074305e-05,WFC3_G141
2457792.195741395,1.0000591212309928,8.566312887623073e-05,WFC3_G141
2457792.198067695,0.9996012638236038,8.63164987753314e-05,WFC3_G141
2457792.200394175,1.0000419462701002,8.535661694790307e-05,WFC3_G141
2457792.20272047,0.9996194231116134,8.750579813907661e-05,WFC3_G141
2457792.20504695,1.000112347980674,8.647957143041703e-05,WFC3_G141
2457792.2411349146,0.9983799958795908,8.484115684428037e-05,WFC3_G141
2457792.2434613947,0.9994911829729338,8.693264991928533e-05,WFC3_G141
2457792.245787695,0.9999842050063572,8.648101644195915e-05,WFC3_G141
2457792.24811399,0.9996062740812252,8.642093893398399e-05,WFC3_G141
2457792.25044047,1.000193823973779,8.588884920554483e-05,WFC3_G141
2457792.25276695,1.0000692988401385,8.720134499838544e-05,WFC3_G141
2457792.25509325,0.9997917467930292,8.534462266881147e-05,WFC3_G141
2457792.257419545,0.999414048187904,8.641157274673982e-05,WFC3_G141
2457792.2597460253,0.9992709873256992,8.741366482762939e-05,WFC3_G141
2457792.26207251,0.9994415410312588,8.508826467572602e-05,WFC3_G141
2457792.264398805,1.0001902433834997,8.603273928175458e-05,WFC3_G141
2457792.2667251,1.000396438734218,8.410786910635572e-05,WFC3_G141
2457792.26905158,0.999644955451538,8.508385112792245e-05,WFC3_G141
2457792.30737325,0.9875328064526808,8.602107219072495e-05,WFC3_G141
2457792.30969973,0.9858124779491324,8.716865762075915e-05,WFC3_G141
2457792.31202621,0.983234582750334,8.43479481327826e-05,WFC3_G141
2457792.31435251,0.981321966332486,8.593296244699362e-05,WFC3_G141
2457792.3166788053,0.9800653553233242,8.560087815411845e-05,WFC3_G141
2457792.3190052854,0.9797820860383484,8.546232065230542e-05,WFC3_G141
2457792.3213317646,0.9794736557720785,8.546358705940843e-05,WFC3_G141
2457792.323658065,0.9785848892651776,8.40935560262213e-05,WFC3_G141
2457792.32598436,0.9780628495931232,8.460428569092753e-05,WFC3_G141
2457792.32831084,0.9781997685486816,8.527406797682458e-05,WFC3_G141
2457792.3306373246,0.9778920804883966,8.736488613745523e-05,WFC3_G141
2457792.3329636203,0.9777914217163272,8.327754354407548e-05,WFC3_G141
2457792.335289915,0.9775459498296298,8.270502508840362e-05,WFC3_G141
2457792.37362325,0.9762208215437018,8.566181877408501e-05,WFC3_G141
2457792.37594973,0.9770922931115272,8.407977298116868e-05,WFC3_G141
2457792.3782762103,0.97769917180658,8.510398402577188e-05,WFC3_G141
2457792.3806025097,0.9782742757001328,8.691351477242693e-05,WFC3_G141
2457792.3829288054,0.9782752141005128,8.484455176370934e-05,WFC3_G141
2457792.3852552846,0.9784810785185656,8.531304584774147e-05,WFC3_G141
2457792.3875817647,0.978668273024248,8.347889303080054e-05,WFC3_G141
2457792.389908065,0.9786900325798892,8.515011148165989e-05,WFC3_G141
2457792.39223436,0.9789728983154796,8.390813214611704e-05,WFC3_G141
2457792.39456084,0.9795808424666136,8.629195535239862e-05,WFC3_G141
2457792.3968873248,0.97953239713748,8.558991658006513e-05,WFC3_G141
